value
0.9725
0.97216
0.97197
0.97161
0.97119
0.71
0.97017
0.96957
0.96901
0.96839
0.96768
0.96733
0.96672
0.96605
0.96542
0.96473
0.96409
0.96343
0.96278
0.9621
0.96143
0.9608
0.96028
0.95988
0.95963
0.95954
0.95945
0.95932
0.927
0.95927
