value
0.97117
0.97126
0.97086
0.97083
0.97105
0.97082
0.97071
0.7096
0.97141
0.97165
0.97197
0.97213
0.97175
0.97207
0.97227
0.9725
0.97282
0.97279
0.97282
0.97279
0.97219
0.97179
0.97163
0.97106
0.97111
0.97143
0.9714
0.97115
0.97084
0.97076
