value
0.9
0.91
0.89
0.89
0.9
0.9
0.89
0.9
0.9
0.89
0.89
0.91
0.89
0.89
0.91
0.9
0.89
0.91
0.9
0.89
0.9
0.91
0.89
0.89
0.91
0.89
0.89
0.9
0.89
0.88
