value
0.99873
0.99908
0.99882
0.9979
0.99821
0.9974
0.99745
0.99712
0.99676
0.99636
0.99641
0.99624
0.99656
0.99634
0.99603
0.9948
0.99455
0.99471
0.99496
0.9956
0.99588
0.99556
0.99456
0.99377
0.99311
0.99298
0.99397
0.99374
0.99316
0.99208
