value
0.874
0.87401
0.874
0.87395
0.87392
0.87384
0.87381
0.87373
0.87366
0.87359
0.87348
0.87345
0.87332
0.87322
0.87311
0.87304
0.87291
0.87282
0.87272
0.87261
0.87251
0.87237
0.87222
0.87212
0.87199
0.87189
0.8718
0.87164
0.87146
0.87131
