value
0.97288
0.97321
0.97236
0.97132
0.97127
0.97067
0.97073
0.97109
0.9707
0.97067
0.97032
0.96993
0.96991
0.97017
0.96999
0.97031
0.9702
0.97023
0.97018
0.96992
0.96915
0.96885
0.96928
0.96897
0.96957
0.96986
0.96981
0.9695
0.96934
0.96931
