value
0.830
0.830
0.831
0.832
0.833
0.832
0.833
0.833
0.833
0.833
0.832
0.834
0.833
0.834
0.834
0.834
0.832
0.832
0.833
0.832
0.834
0.831
0.833
0.833
0.833
0.834
0.834
0.833
0.835
0.832
