value
0.849
0.849
0.848
0.849
0.849
0.851
0.850
0.852
0.851
0.851
0.852
0.852
0.853
0.853
0.855
0.854
0.855
0.856
0.856
0.858
0.856
0.858
0.857
0.857
0.858
0.857
0.858
0.858
0.858
0.856
