value
1.00926
1.0004
1.005
1.016
1.01389
1.01197
1.01674
1.02168
1.02722
1.03364
1.04011
1.0461
1.05335
1.06091
1.06786
1.07441
1.08063
1.08734
1.09413
1.10108
1.11135
1.1177
1.12283
1.12728
1.13231
1.13774
1.14332
1.15542
1.15146
1.18845
