value
1.05
1.07
1.09
1.12
1.16
1.2
1.24
1.27
1.3
1.3
1.32
1.34
1.35
1.37
1.38
1.4
1.41
1.42
1.43
1.44
1.44
1.46
1.46
1.47
1.48
1.49
1.5
1.52
1.53
1.54
