value
1.09
1.16
1.21
1.25
1.28
1.3
1.31
1.32
1.33
1.33
1.34
1.35
1.35
1.36
1.36
1.37
1.38
1.38
1.39
1.39
1.39
1.4
1.4
1.41
1.42
1.42
1.44
1.45
1.46
1.48
