value
1.13
1.16
1.28
1.26
1.27
1.31
1.35
1.38
1.4
1.43
1.46
1.5
1.53
1.55
1.57
1.6
1.63
1.66
1.7
1.72
1.75
1.76
1.78
1.8
1.81
1.83
1.85
1.86
1.88
1.9
