value
1.02
1.17
1.23
1.23
1.25
1.28
1.3
1.3
1.31
1.33
1.38
1.44
1.51
1.57
1.62
1.65
1.69
1.72
1.75
1.79
1.82
1.84
1.86
1.87
1.9
1.91
1.93
1.95
1.95
1.96
