value
1.03282
1.06859
1.10668
1.1283
1.13628
1.14118
1.14584
1.15008
1.15404
1.15732
1.16312
1.16738
1.17116
1.17281
1.17537
1.17834
1.18223
1.18675
1.19172
1.1958
1.19974
1.2047
1.2074
1.21348
1.2184
1.22342
1.22836
1.23216
1.23771
1.24415
