value
1.01
1.12
1.28
1.37
1.38
1.49
1.49
1.51
1.53
1.55
1.55
1.54
1.57
1.61
1.62
1.65
1.68
1.71
1.74
1.73
1.73
1.74
1.76
1.79
1.82
1.85
1.88
1.9
1.94
1.96
