value
1.04576
1.04314
1.04148
1.0418
1.04277
1.04336
1.04585
1.05081
1.05431
1.05741
1.06056
1.06463
1.06653
1.06616
1.07094
1.07608
1.08102
1.08678
1.0924
1.09957
1.1076
1.11305
1.12042
1.12726
1.13195
1.13614
1.1417
1.14645
1.15187
1.15749
