value
1.04
1.06
1.06
1.06
1.12
1.18
1.11
1.13
1.15
1.18
1.24
1.27
1.31
1.33
1.36
1.39
1.41
1.45
1.49
1.52
1.57
1.62
1.66
1.69
1.72
1.75
1.77
1.79
1.8
1.82
