value
1.05
1.08
1.1
1.11
1.11
1.12
1.14
1.16
1.18
1.21
1.24
1.28
1.3
1.31
1.34
1.38
1.4
1.41
1.42
1.43
1.43
1.43
1.43
1.43
1.45
1.48
1.52
1.55
1.58
1.61
