value
1.0526
1.05643
1.0615
1.06651
1.0725
1.07806
1.08217
1.08698
1.09311
1.09913
1.10421
1.10863
1.11409
1.11923
1.12379
1.12863
1.13351
1.13694
1.1424
1.14769
1.1533
1.15836
1.16463
1.16841
1.1722
1.17681
1.18111
1.18556
1.19015
1.1937
