value
1.077
1.07688
1.07684
1.07737
1.0793
1.1059
1.14008
1.14747
1.14301
1.14341
1.12631
1.11505
1.11285
1.11814
1.12238
1.12829
1.13117
1.11896
1.11042
1.11917
1.12568
1.13348
1.13872
1.14442
1.14982
1.15538
1.16094
1.16688
1.17277
1.17896
