value
1.04
1.13
1.22
1.27
1.31
1.34
1.35
1.37
1.38
1.38
1.39
1.39
1.4
1.4
1.4
1.4
1.4
1.4
1.41
1.4
1.41
1.41
1.42
1.43
1.44
1.45
1.46
1.47
1.48
1.49
