value
1.04797
1.07596
1.07102
1.06697
1.07738
1.08282
1.08628
1.08866
1.09404
1.09958
1.10394
1.10727
1.11348
1.1207
1.12915
1.13471
1.14159
1.14657
1.15231
1.15965
1.16808
1.17603
1.18477
1.19108
1.19829
1.20655
1.21487
1.22287
1.23194
1.24
