value
1.02044
1.08119
1.09826
1.09929
1.0957
1.1085
1.12059
1.1212
1.12606
1.13483
1.14184
1.14826
1.1637
1.16514
1.1733
1.18676
1.18987
1.19319
1.19455
1.20315
1.20949
1.21215
1.22289
1.23205
1.24078
1.24676
1.24955
1.25278
1.26012
1.26764
