value
1.05233
1.06013
1.06625
1.07724
1.0838
1.08976
1.09573
1.10315
1.11281
1.12039
1.12653
1.1343
1.14113
1.14852
1.15703
1.16181
1.16857
1.1774
1.18355
1.19105
1.19944
1.20421
1.20956
1.21571
1.2223
1.22938
1.23561
1.24331
1.25037
1.25594
