value
1.05
1.06
1.09
1.12
1.17
1.2
1.22
1.25
1.28
1.31
1.34
1.36
1.39
1.41
1.43
1.46
1.48
1.5
1.52
1.55
1.57
1.59
1.59
1.6
1.6
1.61
1.62
1.63
1.64
1.65
