value
0.93
0.94
0.95
0.94
0.93
0.94
0.95
0.93
0.91
0.94
0.95
0.94
0.95
0.97
0.98
0.97
1.01
1.02
1.02
1.02
1.02
1.06
1.07
1.07
1.12
1.15
1.16
1.15
1.15
1.16
