value
1.05364
1.05963
1.06548
1.07159
1.07771
1.08406
1.09063
1.0973
1.1039
1.11131
1.1177
1.12468
1.1317
1.13878
1.14625
1.1534
1.16041
1.16719
1.17343
1.18017
1.18719
1.19455
1.20134
1.20805
1.21511
1.22273
1.23045
1.23953
1.24664
1.25332
