value
1.06
1.15
1.26
1.32
1.36
1.36
1.36
1.36
1.36
1.36
1.36
1.36
1.37
1.37
1.37
1.38
1.38
1.39
1.39
1.4
1.4
1.4
1.4
1.4
1.4
1.39
1.39
1.39
1.39
1.4
