value
1.02811
1.07254
1.11855
1.14075
1.15671
1.17282
1.19076
1.20771
1.22404
1.24082
1.25511
1.26843
1.28102
1.294
1.30565
1.31699
1.32695
1.33801
1.35268
1.36749
1.37782
1.38722
1.39569
1.40394
1.41375
1.42631
1.43899
1.4487
1.45905
1.47021
