value
1.05453
1.09232
1.1505
1.162
1.16749
1.17096
1.18115
1.18608
1.19847
1.20572
1.21514
1.22368
1.226
1.17368
1.17703
1.1779
1.18489
1.19704
1.20731
1.20839
1.22089
1.22983
1.24407
1.24589
1.26161
1.26804
1.27468
1.28337
1.28913
1.29552
