value
1.05
1.1
1.16
1.17
1.19
1.2
1.18
1.19
1.19
1.19
1.2
1.21
1.22
1.23
1.24
1.25
1.25
1.24
1.24
1.25
1.26
1.27
1.28
1.3
1.33
1.34
1.35
1.35
1.36
1.36
