value
1.05102
1.05441
1.05823
1.06239
1.06705
1.07186
1.07701
1.08245
1.08812
1.0939
1.09979
1.10585
1.11216
1.11873
1.12519
1.13171
1.13826
1.14478
1.15149
1.15825
1.16507
1.17172
1.17855
1.18556
1.19248
1.20011
1.20824
1.21501
1.22145
1.22806
